Пути сообщения;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Эксплуатационная длина железнодорожных путей общего пользования (на конец года)1), тыс. км;87,2;87,1 ;87,1 ;87,1 ;87,4 ;87,1 ;86,7 ;86,2 ;86,0 ;86,1 ;85,8 ;85,5 ;85,4 ;85,3 ;85,2 ;85,2 ;85,2 ;85,6 ;85,6;85,7 ;85,5;85,6 ;85,6;86,3;86,3;86,4;86,5;86,6;87,0;87,0;87,0;87,0;87,0;87,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Протяженность автомобильных дорог общего пользования2) (на конец года), 
тыс. км";456,2;465,9 ;489,1 ;519,0 ;538,6 ;558,5 ;569,0 ;573,5 ;579,0 ;584,4 ;588,7 ;592,6 ;598,6 ;600,6 ;581,0 ;701,1 ;747,5 ;754,1 ;792,7;825,0 ;927,3;1 278,3;1 396,5;1 451,2;1 480,5;1 498,5;1 507,8;1 531,6;1 542,2;1 553,7;1 566,1;1 575,3;1 579,9;1 583,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Протяженность автомобильных дорог общего пользования с твердым покрытием2) (на конец года), тыс. км;405,5;419,1 ;440,0 ;462,8 ;483,9 ;500,2 ;510,9 ;517,4 ;525,3 ;532,4 ;537,0 ;541,1 ;544,2 ;546,4 ;530,5 ;597,3 ;624,2 ;629,1 ;646,9;664,6 ;727,7;925,2;985,4;1 023,8;1 045,5;1 053,7;1 064,0;1 077,5;1 089,3;1 096,7;1 107,5;1 114,7;1 124,5;1 130,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Эксплуатационная длина трамвайных путей (на конец года), тыс. км;3,0;3,1 ;3,1 ;3,1 ;3,0 ;3,0 ;3,0 ;3,0 ;3,0 ;3,0 ;3,0 ;2,9 ;2,9 ;2,8 ;2,8 ;2,8 ;2,7 ;2,7 ;2,6;2,6 ;2,5;2,5 ;2,5;2,5;2,5;2,5;2,5;2,4;2,4;2,4;2,4;2,4;2,5;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Эксплуатационная длина троллейбусных линий (на конец года), тыс. км;4,4;4,6 ;4,7 ;4,6 ;4,6 ;4,7 ;4,7 ;4,7 ;4,7 ;4,8 ;4,8 ;4,8 ;4,8 ;4,8 ;4,9 ;4,9 ;4,9 ;4,9 ;4,9;4,9 ;4,8;4,8 ;4,8;5,3;5,3;5,3;5,2;5,1;5,1;4,5;4,4;4,4;4,6;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Эксплуатационная длина путей метрополитена (на конец года), км;358,3;367,0 ;372,6 ;376,8 ;388,8 ;392,0 ;397,6 ;397,7 ;401,9 ;405,0 ;406,4 ;412,3 ;420,5 ;422,6 ;435,9 ;438,6 ;441,8 ;461,2 ;465,5;475,1 ;485,2;497,3 ;512,0;514,2;517,0;531,7;541,8;581,9;602,3;616,5;633,6;632,2;666,5;681,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Протяженность магистральных трубопроводов (на конец года) - всего, тыс. км;215,2;207,1;207,8;208,2;211,9;213,8;215,0;215,9;216,2;215,0;215,1;218,0;221,0;223,1;225,3;227,2;228,8;230,0;231,0;232,6;241,2;248,9;249,6;251,5;251,8;250,1;250,5;250,0;252,3;254,5;255,7;257,2;258,3;265,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"протяженность газопроводов 
(на конец года), тыс. км 3)";148,6;140,2 ;141,9 ;143,3 ;147,8 ;150,0;151,5 ;152,0 ;153,1 ;151,7 ;152,1 ;152,7 ;156,1 ;157,6 ;159,9 ;161,9 ;163,5 ;164,8 ;166,2;167,5 ;170,6;174,4 ;174,9;177,3;177,7;179,3;179,8;179,5;182,0;183,8;185,2;186,7;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"протяженность нефтепроводов 
(на конец года), тыс. км 3)";51,2;51,4 ;50,5 ;49,9 ;49,2 ;48,8 ;48,5 ;48,8 ;48,0 ;48,4 ;48,1 ;50,1 ;49,7 ;49,9 ;49,8 ;49,6 ;49,5 ;49,2 ;48,9;49,2 ;51,0;54,9 ;55,0;54,9;54,8;54,2;53,4;53,4;53,4;53,6;53,5;53,6;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
протяженность нефтепродуктопроводов (на конец года)4), тыс. км 3);15,5;15,5 ;15,5 ;15,0 ;15,0 ;15,1 ;15,1 ;15,0 ;15,0 ;14,9 ;15,0 ;15,2 ;15,2 ;15,6 ;15,6 ;15,6 ;15,8 ;16,0 ;15,9;15,9 ;19,5;19,6 ;19,8;19,3;19,3;16,6;17,3;17,1;16,8;17,2;17,0;16,9;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Протяженность внутренних водных судоходных путей (на конец года)5), тыс. км;102,2;97,8 ;97,3 ;93,8 ;83,7 ;75,0 ;84,4 ;89,1 ;84,6 ;84,6 ;101,8 ;101,7 ;101,7 ;101,7 ;101,7 ;101,6 ;101,6 ;101,6 ;101,5;101,4 ;101,3;101,4 ;101,7;101,7;101,7;101,5;101,5;101,5;101,6;101,6;101,6;101,6;101,7;101,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_______________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Включая протяженность участков железных дорог, находящихся за пределами Российской Федерации.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2) С 2006 г. - включая дороги местного значения; с 2012 г. - включая протяженность улиц.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) Информация с 2023 года не публикуется.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4) С 2011 г. - включая нефтепродуктопроводы на территории иностранных государств.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5) По данным Росморречфлота.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Аварийность на транспорте
(по данным МВД России)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Погибло людей в дорожно-транспортных происшествиях на автомобильных дорогах и улицах1);2), человек";37 510;36 471;37 120;35 599;32 791;29 468;27 665;29 021;29 718;29 594;30 916;33 243;35 602;34 506;33 957;32 724;33 308;29 936;27 659;26 567;27 953;27 991;27 025;26 963;23 114;20 308;19 088;18 214;16 981;16 152;14 874;14 172;14 504;14 403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ранено людей в дорожно-транспортных происшествиях на автомобильных дорогах и улицах2), человек;214 409;200 026;192 802;189 877;183 926;178 378;177 924;183 846;182 123;179 401;187 790;215 678;243 919;251 386;274 864;285 362;292 206;270 883;255 484;250 635;251 848;258 618;258 437;251 793;231 197;221 140;215 374;214 853;210 877;183 040;167 856;159 635;166 500;164 754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_______________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) С 2009 г. погибшим в результате ДТП считается лицо, погибшее на месте ДТП либо умершее после ДТП в течение 30 последующих суток (до 2009 г. - в течение 7 суток).  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) С 2021 г. - на автомобильных дорогах общего пользования, включая улицы.  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
